station_metric_id,stop_id,zone_id,periode_mois,annee,mois,station_kwh,dechets_kg,status
126,S1003,1.0,2021-06,2021,6,407.57064229925294,35.223457853932814,Ok
127,S1003,1.0,2021-07,2021,7,207.62103676337557,31.678283054599635,OK
128,S1003,1.0,2021-08,2021,8,390.0446467284271,20.61418509261087,
129,S1003,1.0,2021-09,2021,9,287.8942394432988,53.361727598774166,ok
130,S1003,1.0,2021-10,2021,10,383.4146684202524,35.01062220139546,ok
131,S1003,1.0,2021-11,2021,11,325.0415680176643,34.06357140998776,ok
132,S1003,1.0,2021-12,2021,12,541.4006341689567,29.535213164249544,
133,S1003,1.0,2022-01,2022,1,291.80570581354806,3.5626801803058044,
134,S1003,1.0,2022-02,2022,2,586.5541524544884,24.01928744112035,ok
135,S1003,1.0,2022-03,2022,3,487.8706522775143,43.850231821998165,Ok
136,S1003,1.0,2022-04,2022,4,582.7274072368693,38.68465835397988,
137,S1003,1.0,2022-05,2022,5,625.4533939812973,57.66481619467956,OK
138,S1003,1.0,2022-06,2022,6,250.35672976329923,38.81544650815053,OK
139,S1003,1.0,2022-07,2022,7,189.1859964943976,16.65027090590968,OK
140,S1003,1.0,2022-08,2022,8,517.304859908478,25.132391527423138,OK
141,S1003,1.0,2022-09,2022,9,475.1346352837665,32.54345247405418,
142,S1003,1.0,2022-10,2022,10,413.0691478891418,74.6386144025453,OK
143,S1003,1.0,2022-11,2022,11,186.12501244204333,4.261735529618033,OK
144,S1003,1.0,2022-12,2022,12,469.79149485379105,14.721836484816613,
145,S1004,1.0,2019-01,2019,1,144.3960878761194,24.499107705125763,ok
146,S1004,1.0,2019-02,2019,2,406.46277352140754,38.26900278425817,Ok
147,S1004,1.0,2019-03,2019,3,321.6596742122985,56.74638703388426,OK
148,S1004,1.0,2019-04,2019,4,571.0592029093422,53.76644259365937,OK
149,S1004,1.0,2019-05,2019,5,388.04819668118046,35.39206089597567,Ok
150,S1004,1.0,2019-06,2019,6,389.5657225958179,34.169018557728755,Ok
151,S1004,1.0,2019-07,2019,7,334.83901484702926,59.04999724843496,ok
152,S1004,1.0,2019-08,2019,8,125.68813270178703,9.210901083218484,
153,S1004,1.0,2019-09,2019,9,635.3857061515978,37.07872502351143,OK
154,S1004,1.0,2019-10,2019,10,462.2874903057241,42.9073974651272,Ok
155,S1004,1.0,2019-11,2019,11,391.1428995757666,14.874134787549174,Ok
156,S1004,1.0,2019-12,2019,12,277.4958684936811,60.9262885870058,Ok
157,S1004,1.0,2020-01,2020,1,347.40333168576876,47.842035677530355,ok
158,S1004,1.0,2020-02,2020,2,864.63198815618,,
159,S1004,1.0,2020-03,2020,3,329.68846981356006,49.17611232051318,
160,S1004,1.0,2020-04,2020,4,219.77190968094294,40.940449551457654,Ok
161,S1004,1.0,2020-05,2020,5,154.03684411279994,48.35710265364924,ok
162,S1004,1.0,2020-06,2020,6,494.25978320415186,25.594718281847676,ok
163,S1004,1.0,2020-07,2020,7,633.3968152247944,27.86782364130303,ok
164,S1004,1.0,2020-08,2020,8,709.4032818132295,66.62025605794375,OK
165,S1004,1.0,2020-09,2020,9,370.8361162005878,26.274943569659488,ok
166,S1004,1.0,2020-10,2020,10,285.25826957221636,36.34582421123242,OK
167,S1004,1.0,2020-11,2020,11,387.24436149761254,48.39760079977994,ok
168,S1004,1.0,2020-12,2020,12,407.35262830396834,52.1760657960286,OK
169,S1004,1.0,2021-01,2021,1,348.13943222784826,0.0,ok
170,S1004,1.0,2021-02,2021,2,471.3921710445828,16.60645631660151,Ok
171,S1004,1.0,2021-03,2021,3,516.0959653995485,57.5943509618017,Ok
172,S1004,1.0,2021-04,2021,4,193.3617285028788,33.88699668142361,
173,S1004,1.0,2021-05,2021,5,332.0135804200069,44.66136643638644,OK
174,S1004,1.0,2021-06,2021,6,379.07448120144255,60.36193277915351,ok
175,S1004,1.0,2021-07,2021,7,494.382108336452,10.62744499471011,Ok
176,S1004,1.0,2021-08,2021,8,370.21983866751475,52.278824445252056,Ok
177,S1004,1.0,2021-09,2021,9,682.2517603863002,57.33870975072537,ok
178,S1004,1.0,2021-10,2021,10,720.1273532365246,28.631969982123294,
179,S1004,1.0,2021-11,2021,11,684.875240798859,,Ok
180,S1004,1.0,2021-12,2021,12,367.9372860229336,62.419311075949054,ok
181,S1004,1.0,2022-01,2022,1,252.03464846299744,32.552801169419105,ok
182,S1004,1.0,2022-02,2022,2,731.1721624042855,56.37820220321228,OK
183,S1004,1.0,2022-03,2022,3,300.4814314707144,69.28030308182774,Ok
184,S1004,1.0,2022-04,2022,4,494.23337156885157,19.703309505876156,ok
185,S1004,1.0,2022-05,2022,5,471.5978092840858,26.107554180632018,
186,S1004,1.0,2022-06,2022,6,236.83072029250778,38.056558020739715,ok
187,S1004,1.0,2022-07,2022,7,703.9767455153828,55.20820469975878,Ok
188,S1004,1.0,2022-08,2022,8,543.4489386735195,37.34295194172435,
189,S1004,1.0,2022-09,2022,9,456.7202514878911,18.391293914194698,ok
190,S1004,1.0,2022-10,2022,10,405.5872159442022,59.423869208456324,OK
191,S1004,1.0,2022-11,2022,11,170.5174289750657,26.050136148322657,ok
192,S1004,1.0,2022-12,2022,12,797.7983058148816,35.16693873257765,Ok
193,S1005,1.0,2019-01,2019,1,550.0915253076082,60.167433172353995,OK
194,S1005,1.0,2019-02,2019,2,343.9474301128589,15.679345269480315,
195,S1005,1.0,2019-03,2019,3,142.66231551406634,13.027407797582928,OK
196,S1005,1.0,2019-04,2019,4,341.15393585957423,36.383378416807254,ok
197,S1005,1.0,2019-05,2019,5,694.6866649802946,27.62925682632188,Ok
198,S1005,1.0,2019-06,2019,6,336.60154061446025,33.57554378297657,
199,S1005,1.0,2019-07,2019,7,545.0927108549258,43.80542622735368,OK
200,S1005,1.0,2019-08,2019,8,145.85239529084166,17.90500512138843,Ok
201,S1005,1.0,2019-09,2019,9,533.5678456330389,41.36320394869492,Ok
202,S1005,1.0,2019-10,2019,10,597.5145653210857,34.870925651727234,
203,S1005,1.0,2019-11,2019,11,229.6136604351949,33.85734963262533,OK
204,S1005,1.0,2019-12,2019,12,694.4772100705628,35.69840729105918,OK
205,S1005,1.0,2020-01,2020,1,257.02193180198793,28.31950182491322,Ok
206,S1005,1.0,2020-02,2020,2,503.40636852778704,49.750457931786706,
207,S1005,1.0,2020-03,2020,3,280.9127607998919,45.25382664440902,Ok
208,S1005,1.0,2020-04,2020,4,259.31099471055063,25.666443397729374,
209,S1005,1.0,2020-05,2020,5,338.05965663313725,26.01596662536089,OK
210,S1005,1.0,2020-06,2020,6,93.36646868981057,38.1451619748947,OK
211,S1005,1.0,2020-07,2020,7,500.41419709558306,61.16650394514952,OK
212,S1005,1.0,2020-08,2020,8,519.8118027948034,32.26811585834449,OK
213,S1005,1.0,2020-09,2020,9,336.9275245255826,45.184237521184926,OK
214,S1005,1.0,2020-10,2020,10,445.34241886865806,44.38003306407228,OK
215,S1005,1.0,2020-11,2020,11,160.4127830001366,46.05080205252587,Ok
216,S1005,1.0,2020-12,2020,12,288.78993292832854,44.247111832137385,OK
217,S1005,1.0,2021-01,2021,1,334.61220195297534,45.842588857367375,OK
218,S1005,1.0,2021-02,2021,2,255.38064333453323,24.687898645467115,ok
219,S1005,1.0,2021-03,2021,3,311.0903854007439,27.289788555444986,
220,S1005,1.0,2021-04,2021,4,549.5443841101828,29.80620307127566,OK
221,S1005,1.0,2021-05,2021,5,324.959634556515,46.18482799918536,
222,S1005,1.0,2021-06,2021,6,653.8865579337424,39.50957657044367,ok
223,S1005,1.0,2021-07,2021,7,441.6495942222998,33.67088131974306,ok
224,S1005,1.0,2021-08,2021,8,355.9974437177908,36.46865631128248,ok
225,S1005,1.0,2021-09,2021,9,310.8631114320225,9.97292278131998,OK
226,S1005,1.0,2021-10,2021,10,382.0827410556956,20.280449310021126,ok
227,S1005,1.0,2021-11,2021,11,262.84063234063206,42.86493861353717,Ok
228,S1005,1.0,2021-12,2021,12,15.541241175145046,10.283420422115569,OK
229,S1005,1.0,2022-01,2022,1,379.62212125399975,15.53157862746604,Ok
230,S1005,1.0,2022-02,2022,2,603.6323776391762,50.108620226469256,OK
231,S1005,1.0,2022-03,2022,3,271.77728486365197,28.042107974465416,Ok
232,S1005,1.0,2022-04,2022,4,204.02973931398827,46.55650046644023,
233,S1005,1.0,2022-05,2022,5,281.1118101350535,25.129236098616975,ok
234,S1005,1.0,2022-06,2022,6,387.2033495060448,24.958146376996005,
235,S1005,1.0,2022-07,2022,7,737.4025373216008,28.760063442624674,ok
236,S1005,1.0,2022-08,2022,8,416.2015990392651,30.24522214353425,ok
237,S1005,1.0,2022-09,2022,9,341.4167011098314,32.28735180675094,
238,S1005,1.0,2022-10,2022,10,646.9240812843875,12.526430438575055,Ok
239,S1005,1.0,2022-11,2022,11,441.644573415962,34.532737413267704,ok
240,S1005,1.0,2022-12,2022,12,454.2450623051277,43.27993242559113,ok
241,S1006,1.0,2019-01,2019,1,194.2920706834241,73.79626918421343,OK
242,S1006,1.0,2019-02,2019,2,326.74617361386186,22.93283773521304,ok
243,S1006,1.0,2019-03,2019,3,669.0076234226806,32.803118994919075,ok
244,S1006,1.0,2019-04,2019,4,120.4965402557317,58.70416554090946,
245,S1006,1.0,2019-05,2019,5,319.8451291363115,36.62726894481854,OK
246,S1006,1.0,2019-06,2019,6,513.8614899558683,65.17818937323622,ok
247,S1006,1.0,2019-07,2019,7,496.3578664569064,42.912240949775075,Ok
248,S1006,1.0,2019-08,2019,8,550.4381321020923,40.664732744508306,Ok
249,S1006,1.0,2019-09,2019,9,219.32596862474665,30.092457543925462,Ok
250,S1006,1.0,2019-10,2019,10,252.57687526722034,34.48992043112131,Ok
251,S1006,1.0,2019-11,2019,11,490.78273615456715,29.829254147709012,OK
252,S1006,1.0,2019-12,2019,12,478.6566534473177,52.54454902388602,
253,S1006,1.0,2020-01,2020,1,277.50493104550753,35.850885532159666,Ok
254,S1006,1.0,2020-02,2020,2,549.7349330248423,33.4812088577831,ok
255,S1006,1.0,2020-03,2020,3,396.64098866228346,47.34997792220831,ok
256,S1006,1.0,2020-04,2020,4,193.66164885098058,27.490402425268,OK
257,S1006,1.0,2020-05,2020,5,633.6553132411226,35.54022144326957,OK
258,S1006,1.0,2020-06,2020,6,624.0414702400258,39.566672814805294,ok
259,S1006,1.0,2020-07,2020,7,182.64504935347054,27.772699915530005,ok
260,S1006,1.0,2020-08,2020,8,622.0651207229505,32.939776687183475,ok
261,S1006,1.0,2020-09,2020,9,394.03239332328934,29.53758088122654,
262,S1006,1.0,2020-10,2020,10,408.59232928335837,22.521071142625345,ok
263,S1006,1.0,2020-11,2020,11,407.91972484943415,38.30999906481441,
264,S1006,1.0,2020-12,2020,12,407.8825948111271,9.781647324904373,ok
265,S1006,1.0,2021-01,2021,1,382.0732140598574,40.203811327373124,
266,S1006,1.0,2021-02,2021,2,439.25842865480575,44.86543461557564,Ok
267,S1006,1.0,2021-03,2021,3,488.2820413149666,52.940668581395286,
268,S1006,1.0,2021-04,2021,4,617.0153384116658,33.553109274751,Ok
269,S1006,1.0,2021-05,2021,5,255.0109197910553,61.31450739174089,
270,S1006,1.0,2021-06,2021,6,353.03413078507236,15.521106353956203,Ok
271,S1006,1.0,2021-07,2021,7,578.4496828886408,11.265670511373887,ok
272,S1006,1.0,2021-08,2021,8,389.8560444465645,32.56400997782977,ok
273,S1006,1.0,2021-09,2021,9,444.05623859103093,37.383242631978256,ok
274,S1006,1.0,2021-10,2021,10,459.8357083285192,51.109693455333186,
275,S1006,1.0,2021-11,2021,11,552.552199398061,5.599711630632285,Ok
276,S1006,1.0,2021-12,2021,12,557.9504219184469,26.58045485888065,ok
277,S1006,1.0,2022-01,2022,1,"400,5",62.28015160592242,ok
278,S1006,1.0,2022-02,2022,2,400.82168791262,59.78631015093042,Ok
279,S1006,1.0,2022-03,2022,3,179.55979825474964,29.580964878207485,ok
280,S1006,1.0,2022-04,2022,4,287.5836839369495,41.73340866485797,ok
281,S1006,1.0,2022-05,2022,5,513.0251839327274,11.76505327916123,ok
282,S1006,1.0,2022-06,2022,6,490.438756978321,47.71761265925218,OK
283,S1006,1.0,2022-07,2022,7,251.98766827983755,51.162033272270136,Ok
284,S1006,1.0,2022-08,2022,8,408.436952313184,76.79010215054558,Ok
285,S1006,1.0,2022-09,2022,9,128.18562903509638,28.413073311569512,Ok
286,S1006,1.0,2022-10,2022,10,502.3667845123537,43.72293660714341,ok
287,S1006,1.0,2022-11,2022,11,478.43223669067385,28.452468653740702,
288,S1006,1.0,2022-12,2022,12,124.55993949145761,22.781140724289862,
289,S1007,1.0,2019-01,2019,1,555.7535118391563,44.50142079192532,OK
290,S1007,1.0,2019-02,2019,2,296.3137414456339,55.49623083553763,
291,S1007,1.0,2019-03,2019,3,474.9332709917563,17.31255289145894,
292,S1007,1.0,2019-04,2019,4,386.3045773393696,,OK
293,S1007,1.0,2019-05,2019,5,411.99711027966947,45.23128133996025,Ok
294,S1007,1.0,2019-06,2019,6,380.9993801973114,25.784450905723624,Ok
295,S1007,1.0,2019-07,2019,7,743.3822268372403,30.362647152492432,Ok
296,S1007,1.0,2019-08,2019,8,216.94528890370765,16.686556697774062,OK
297,S1007,1.0,2019-09,2019,9,579.4174879482255,43.0930435111967,OK
298,S1007,1.0,2019-10,2019,10,505.07980750207327,35.79306761066691,OK
299,S1007,1.0,2019-11,2019,11,247.17494346847084,54.75747629684324,Ok
300,S1007,1.0,2019-12,2019,12,409.44993819518,22.203700209446502,OK
301,S1007,1.0,2020-01,2020,1,394.6619814588429,22.164535342292105,ok
302,S1007,1.0,2020-02,2020,2,105.3282758214288,0.0,OK
303,S1007,1.0,2020-03,2020,3,461.7823314321655,50.68572902505396,
304,S1007,1.0,2020-04,2020,4,304.05926194079785,63.702078688279016,OK
305,S1007,1.0,2020-05,2020,5,451.64302859898766,25.613152965185,
306,S1007,1.0,2020-06,2020,6,155.13122009818372,19.91977060995133,
307,S1007,1.0,2020-07,2020,7,456.5339241348956,30.0332907459601,ok
308,S1007,1.0,2020-08,2020,8,537.2720681784917,11.127340081491585,Ok
309,S1007,1.0,2020-09,2020,9,262.509372791915,60.69044425297463,Ok
310,S1007,1.0,2020-10,2020,10,519.0460073604933,39.56206628181517,Ok
311,S1007,1.0,2020-11,2020,11,431.72410315184186,72.1615687605131,OK
312,S1007,1.0,2020-12,2020,12,312.1524997040817,47.7313645814827,ok
313,S1007,1.0,2021-01,2021,1,365.8406095836075,20.466848976021105,
314,S1007,1.0,2021-02,2021,2,170.32348204688046,57.88333886369526,
315,S1007,1.0,2021-03,2021,3,145.24834613690103,17.144604620421802,
316,S1007,1.0,2021-04,2021,4,498.1224439068539,17.389883158482423,ok
317,S1007,1.0,2021-05,2021,5,580.2482422617288,50.14147644379278,
318,S1007,1.0,2021-06,2021,6,535.7085303575559,29.70254024404584,
319,S1007,1.0,2021-07,2021,7,584.8979681801584,24.04346724452573,
320,S1007,1.0,2021-08,2021,8,585.2337653069565,46.73452286047541,ok
321,S1007,1.0,2021-09,2021,9,219.53847055933906,17.950158229390997,OK
322,S1007,1.0,2021-10,2021,10,422.764216518348,17.038578645046613,OK
323,S1007,1.0,2021-11,2021,11,371.37312225683326,35.5373807508364,ok
324,S1007,1.0,2021-12,2021,12,391.3890411047106,49.61421207210278,OK
325,S1007,1.0,2022-01,2022,1,392.2881764200571,17.64476701289498,Ok
326,S1007,1.0,2022-02,2022,2,699.289051125073,68.11204093223343,
327,S1007,1.0,2022-03,2022,3,420.88612075694135,19.405876282964257,OK
328,S1007,1.0,2022-04,2022,4,528.6660281672998,35.6408153428894,ok
329,S1007,1.0,2022-05,2022,5,327.48287845964694,29.69389307176992,
330,S1007,1.0,2022-06,2022,6,541.195318034021,60.05601861337461,OK
331,S1007,1.0,2022-07,2022,7,883.8514605116136,80.7857243052033,ok
332,S1007,1.0,2022-08,2022,8,710.9862649341546,25.795867366930715,OK
333,S1007,999.0,2022-09,2022,9,134.23747883381867,61.49995819642805,Ok
334,S1007,1.0,2022-10,2022,10,320.4837209722343,26.913758019441786,ok
335,S1007,1.0,2022-11,2022,11,110.90003329584715,41.8554732022614,OK
336,S1007,1.0,2022-12,2022,12,489.77665795430266,49.87614317906277,
337,S1008,1.0,2019-01,2019,1,355.7107302607851,23.397428137075785,Ok
338,S1008,1.0,2019-02,2019,2,455.0661939780106,64.44274843798715,Ok
339,S1008,1.0,2019-03,2019,3,361.3303117419613,34.6629708184675,
340,S1008,1.0,2019-04,2019,4,559.1978327648274,55.72298931700794,OK
341,S1008,1.0,2019-05,2019,5,113.88398200108418,55.592186356209425,
342,S1008,1.0,2019-06,2019,6,42.186768002793315,26.76529984618042,Ok
343,S1008,1.0,2019-07,2019,7,864.5396534994035,15.930378442062704,OK
344,S1008,1.0,2019-08,2019,8,189.10736481633688,15.761531917106083,Ok
345,S1008,1.0,2019-09,2019,9,227.07604253034384,39.760131113947416,Ok
346,S1008,1.0,2019-10,2019,10,238.18825135754514,,Ok
347,S1008,1.0,2019-11,2019,11,573.2667751156487,19.900798174440943,OK
348,S1008,1.0,2019-12,2019,12,592.573766817943,41.00698527885304,Ok
349,S1008,1.0,2020-01,2020,1,628.4225995655759,31.455283342193518,OK
350,S1008,1.0,2020-02,2020,2,579.0081467432985,16.931398159875144,OK
351,S1008,1.0,2020-03,2020,3,546.9548645128559,5.7475559052774265,
352,S1008,1.0,2020-04,2020,4,"400,5",48.2715430862028,OK
353,S1008,1.0,2020-05,2020,5,550.7400427525718,59.647175412738065,
354,S1008,1.0,2020-06,2020,6,239.08242739446567,53.20508953922344,Ok
355,S1008,1.0,2020-07,2020,7,791.2769113927218,43.83827340590921,OK
356,S1008,1.0,2020-08,2020,8,500.45305009085183,33.504402804855964,Ok
357,S1008,1.0,2020-09,2020,9,280.99790073639554,37.72770067695811,
358,S1008,1.0,2020-10,2020,10,296.8511627996485,29.998843501766203,Ok
359,S1008,1.0,2020-11,2020,11,149.24417521156158,22.38927062207147,
360,S1008,1.0,2020-12,2020,12,253.65362163712467,67.40680065089,Ok
361,S1008,1.0,2021-01,2021,1,642.7631188371539,36.38239403058269,Ok
