id,timestamp,zone_id,app_version,rating,text
227,2019-03-29T09:00:00,7,1.1.0,3,Trop de retard 😡
228,2019-06-21T18:00:00,4,1.1.0,3,Retard > 30min!!!
229,2020-02-03T23:00:00,999,1.0.0,,Correspondance ratée
230,2019-06-09T11:00:00,9,2.0.1,3,Insécurité ressentie la nuit
231,2020-04-26T20:00:00,8,1.0.0,,RAS
232,2021-10-09T00:00:00,10,2.0.0,2,« Pas d'info »
233,2021-04-20T08:00:00,7,2.0.0,2,
234,2021-09-16T09:00:00,8,1.0.0,1,Insécurité ressentie la nuit
235,2019-06-12T15:00:00,3,2.0.0,5,👍
236,2022-08-31T09:00:00,2,2.0.0,1,Service interrompu
237,2019-01-02T15:00:00,9,2.0.1,1,Retard > 30min!!!
238,2019-12-31T06:00:00,8,1.0.0,,Correspondance ratée
239,2019-01-04T17:00:00,999,2.0.0,3,Station sale
240,2020-08-28T11:00:00,7,2.0.0,1,Correspondance ratée
241,2019-11-02T03:00:00,7,1.1.0,2,« Pas d'info »
242,2020-06-27T12:00:00,3,1.1.0,2,Service interrompu
243,2022-12-12T20:00:00,1,1.1.0,1,« Pas d'info »
244,2021-01-12T07:00:00,3,2.0.0,1,Service interrompu
245,2020-12-09T04:00:00,8,2.0.0,,Trajet OK
246,2022-07-01T00:00:00,2,1.0.0,5,Station sale
247,2020-10-04T00:00:00,4,2.0.1,1,Service interrompu
248,2022-12-30T08:00:00,5,2.0.0,1,Service interrompu
249,2020-06-13T01:00:00,999,1.1.0,,Service interrompu
250,2020-11-25T20:00:00,Z-6,2.0.0,4,RAS
251,2019-10-12T14:00:00,6,2.0.0,3,Null
252,2020-04-20T14:00:00,4,2.0.1,4,RAS
253,2021-02-04T20:00:00,6,1.1.0,5,RAS
254,2021-11-11T21:00:00,999,2.0.0,4,RAS
255,2021-08-17T12:00:00,3,2.0.1,2,
256,2019-02-27T13:00:00,7,2.0.0,2,« Pas d'info »
257,2021-04-20T04:00:00,8,1.0.0,,Retard > 30min!!!
258,2020-12-28T00:00:00,6,1.1.0,2,Bus bondé...
259,2022-04-01T02:00:00,8,2.0.1,4,Trop de retard 😡
260,2020-10-27T09:00:00,8,1.0.0,5,Null
261,2021-11-15T12:00:00,5,1.0.0,1,Trop de retard 😡
262,2020-10-04T12:00:00,7,2.0.0,2,
263,2019-09-18T21:00:00,4,1.0.0,4,
264,2022-09-16T18:00:00,999,2.0.1,4,Trajet OK
265,2020-02-07T06:00:00,1,2.0.1,5,Station sale
266,2021-02-04T01:00:00,1,1.1.0,1,« Pas d'info »
267,2022-11-15T04:00:00,5,1.0.0,2,Station sale
268,2019-04-13T21:00:00,9,1.0.0,5,👍
269,2020-03-07T06:00:00,999,1.1.0,3,
270,2020-03-06T21:00:00,2,2.0.1,,RAS
271,2021-07-17T10:00:00,5,1.1.0,,Trajet OK
272,2019-07-06T01:00:00,9,2.0.0,1,Retard > 30min!!!
273,2019-11-10T11:00:00,7,2.0.1,5,Station sale
274,2021-11-15T11:00:00,3,2.0.1,3,
275,2021-12-22T23:00:00,999,1.0.0,,RAS
276,2019-10-27T03:00:00,9,1.0.0,3,RAS
277,2021-07-11T16:00:00,3,1.1.0,2,Insécurité ressentie la nuit
278,2022-04-23T21:00:00,999,2.0.0,5,« Pas d'info »
279,2019-02-08T18:00:00,999,1.0.0,4,Service interrompu
280,2019-07-21T04:00:00,6,2.0.0,,Insécurité ressentie la nuit
281,2019-03-21T04:00:00,1,1.0.0,3,Insécurité ressentie la nuit
282,2019-01-07T08:00:00,9,1.1.0,,Service interrompu
283,2021-12-12T09:00:00,999,1.1.0,2,Station sale
284,2020-02-24T21:00:00,5,1.1.0,,👍
285,2021-06-23T04:00:00,Z-1,1.0.0,3,Correspondance ratée
286,2020-12-05T22:00:00,6,2.0.1,4,Correspondance ratée
287,2022-06-29T05:00:00,2,2.0.1,,Service interrompu
288,2022-10-28T19:00:00,1,1.1.0,,Station sale
289,2019-12-29T05:00:00,8,1.0.0,,Trajet OK
290,2019-11-13T11:00:00,8,1.0.0,5,👍
291,2021-05-15T01:00:00,8,2.0.0,3,Retard > 30min!!!
292,2020-02-13T20:00:00,4,1.0.0,2,Station sale
293,2022-07-11T12:00:00,2,2.0.0,1,Service interrompu
294,2020-02-15T08:00:00,4,1.1.0,,« Pas d'info »
295,2021-05-06T09:00:00,3,2.0.0,3,Service interrompu
296,2022-07-26T07:00:00,8,1.0.0,4,Correspondance ratée
297,2021-12-17T17:00:00,9,1.1.0,5,Null
298,2020-01-15T00:00:00,2,1.1.0,2,Insécurité ressentie la nuit
299,2021-12-13T12:00:00,4,2.0.1,1,Service interrompu
300,2019-10-03T05:00:00,3,2.0.1,5,Retard > 30min!!!
301,2020-05-23T09:00:00,5,2.0.1,4,Bus bondé...
302,2020-08-17T06:00:00,8,2.0.1,4,Null
303,2022-12-29T11:00:00,8,2.0.1,1,Bus bondé...
304,2022-07-22T05:00:00,999,2.0.0,3,RAS
305,2021-09-23T17:00:00,3,2.0.0,,Station sale
306,2022-07-18T23:00:00,10,2.0.0,5,Bus bondé...
307,2019-04-14T10:00:00,4,2.0.1,5,Insécurité ressentie la nuit
308,2019-04-18T00:00:00,6,1.1.0,3,Trop de retard 😡
309,2019-08-21T13:00:00,2,1.0.0,3,Retard > 30min!!!
310,2020-11-24T19:00:00,999,1.0.0,5,Null
311,2021-02-05T14:00:00,8,2.0.0,1,Insécurité ressentie la nuit
312,2022-08-29T10:00:00,6,1.1.0,4,Retard > 30min!!!
313,2021-11-27T11:00:00,2,1.0.0,,Trajet OK
314,2021-01-14T13:00:00,5,2.0.1,4,Bus bondé...
315,2019-03-11T18:00:00,8,1.1.0,3,Clim en panne
316,2021-07-19T21:00:00,6,2.0.1,2,Null
317,2020-09-24T01:00:00,3,1.0.0,5,RAS
318,2022-06-05T14:00:00,999,1.1.0,4,👍
319,2022-03-15T08:00:00,8,1.1.0,4,Null
320,2020-12-16T17:00:00,7,1.1.0,3,Trop de retard 😡
321,2021-08-23T18:00:00,Z-6,1.0.0,4,« Pas d'info »
322,2022-09-08T06:00:00,999,2.0.1,,Retard > 30min!!!
323,2019-02-27T23:00:00,4,1.1.0,5,Retard > 30min!!!
324,2019-11-23T05:00:00,2,2.0.0,5,« Pas d'info »
325,2021-03-05T19:00:00,3,1.1.0,4,RAS
326,2020-06-12T16:00:00,999,2.0.0,5,Trop de retard 😡
327,2020-07-19T20:00:00,10,1.1.0,5,Null
328,2021-05-09T16:00:00,1,1.1.0,3,Station sale
329,2022-08-01T02:00:00,6,2.0.1,2,Null
330,2019-02-17T20:00:00,1,1.0.0,,Bus bondé...
331,2021-01-26T14:00:00,1,1.1.0,4,Service interrompu
332,2021-07-06T20:00:00,3,2.0.0,1,👍
333,2022-01-11T07:00:00,8,1.0.0,4,Insécurité ressentie la nuit
334,2019-10-07T23:00:00,7,1.0.0,,Retard > 30min!!!
335,2022-10-25T11:00:00,2,1.1.0,1,Trajet OK
336,2022-01-17T06:00:00,9,2.0.0,3,Retard > 30min!!!
337,2019-05-31T08:00:00,10,2.0.1,3,Service interrompu
338,2022-06-22T09:00:00,6,1.1.0,4,👍
339,2020-05-05T08:00:00,6,1.1.0,4,Retard > 30min!!!
340,2019-07-02T03:00:00,3,1.0.0,2,Trop de retard 😡
341,2022-07-15T02:00:00,7,2.0.1,1,Null
342,2020-11-26T08:00:00,1,1.1.0,1,Insécurité ressentie la nuit
343,2022-12-22T08:00:00,7,1.1.0,5,« Pas d'info »
344,2022-12-16T09:00:00,10,1.1.0,1,RAS
345,2021-11-24T01:00:00,Z-5,1.0.0,2,Bus bondé...
346,2020-08-30T01:00:00,2,2.0.0,4,
347,2020-06-18T23:00:00,999,2.0.1,3,Correspondance ratée
348,2019-12-02T10:00:00,8,2.0.0,,Service interrompu
349,2020-12-02T11:00:00,1,1.1.0,1,
350,2021-08-11T05:00:00,9,1.1.0,3,👍
351,2020-03-04T08:00:00,5,2.0.1,,Service interrompu
352,2019-09-19T03:00:00,1,2.0.0,3,RAS
353,2022-08-31T15:00:00,8,2.0.0,4,
354,2020-08-16T17:00:00,7,1.0.0,4,Trop de retard 😡
355,2019-12-19T17:00:00,7,2.0.0,3,Correspondance ratée
356,2020-04-21T04:00:00,4,2.0.1,1,RAS
357,2022-06-17T11:00:00,6,2.0.0,1,Station sale
358,2021-11-17T05:00:00,2,1.1.0,2,👍
359,2020-04-07T08:00:00,7,1.0.0,5,Insécurité ressentie la nuit
360,2019-06-04T15:00:00,5,1.1.0,1,Correspondance ratée
361,2021-07-09T23:00:00,9,2.0.0,1,Bus bondé...
362,2021-03-02T07:00:00,2,2.0.0,,RAS
363,2022-04-04T05:00:00,6,2.0.1,4,Trajet OK
364,2021-02-10T18:00:00,1,1.0.0,,Bus bondé...
365,2022-11-29T14:00:00,3,1.0.0,4,Trop de retard 😡
366,2019-02-26T12:00:00,7,1.1.0,1,Trop de retard 😡
367,2021-04-29T07:00:00,2,2.0.1,4,RAS
368,2021-01-16T18:00:00,4,1.1.0,5,Retard > 30min!!!
369,2020-07-04T10:00:00,3,2.0.0,2,Correspondance ratée
370,2020-03-22T13:00:00,999,1.1.0,4,
371,2019-06-30T00:00:00,1,2.0.0,1,« Pas d'info »
372,2021-11-18T04:00:00,999,2.0.1,1,Clim en panne
373,2021-09-01T17:00:00,8,2.0.0,,Station sale
374,2021-11-13T03:00:00,6,2.0.1,5,Null
375,2020-09-13T04:00:00,Z-4,2.0.0,,Correspondance ratée
376,2022-04-27T01:00:00,3,1.0.0,,Retard > 30min!!!
377,2022-01-28T03:00:00,4,2.0.1,2,
378,2022-05-12T00:00:00,1,2.0.0,2,Trop de retard 😡
379,2021-07-23T14:00:00,9,2.0.1,2,Service interrompu
380,2021-06-03T02:00:00,1,2.0.0,1,Correspondance ratée
381,2019-01-03T15:00:00,Z-10,1.0.0,4,Station sale
382,2022-03-09T04:00:00,9,2.0.0,4,Trajet OK
383,2019-07-24T08:00:00,9,1.0.0,5,Insécurité ressentie la nuit
384,2020-01-19T16:00:00,3,2.0.1,2,Trajet OK
385,2021-08-28T03:00:00,4,1.1.0,5,RAS
386,2022-03-31T08:00:00,3,2.0.1,,Correspondance ratée
387,2021-03-12T09:00:00,8,2.0.1,2,Station sale
388,2022-05-17T11:00:00,3,2.0.0,4,Bus bondé...
389,2021-01-12T14:00:00,6,2.0.0,3,👍
390,2019-03-08T01:00:00,6,1.1.0,5,Correspondance ratée
391,2019-10-30T05:00:00,9,1.0.0,,« Pas d'info »
392,2022-06-06T11:00:00,2,1.0.0,,Trajet OK
393,2020-01-18T00:00:00,1,1.1.0,1,Insécurité ressentie la nuit
394,2020-12-08T11:00:00,Z-7,2.0.0,2,Bus bondé...
395,2021-06-11T17:00:00,6,1.0.0,4,« Pas d'info »
396,2021-03-04T17:00:00,7,2.0.1,2,👍
397,2022-03-10T12:00:00,10,2.0.0,1,Station sale
398,2020-01-09T17:00:00,7,2.0.1,3,Null
399,2019-01-30T17:00:00,10,2.0.0,3,Insécurité ressentie la nuit
400,2021-12-17T14:00:00,1,2.0.0,,Service interrompu
401,2022-10-17T00:00:00,Z-2,1.1.0,,Trajet OK
402,2022-01-08T15:00:00,7,1.0.0,,
403,2022-06-25T00:00:00,1,1.1.0,5,Trop de retard 😡
404,2020-11-04T20:00:00,10,2.0.1,2,Bus bondé...
405,2020-12-20T08:00:00,4,2.0.1,2,
406,2021-03-24T14:00:00,10,1.0.0,5,RAS
407,2022-04-25T02:00:00,5,1.0.0,1,Null
408,2019-01-09T16:00:00,10,1.0.0,4,Bus bondé...
409,2022-08-31T01:00:00,10,2.0.1,1,
410,2020-05-09T12:00:00,6,1.1.0,,Trajet OK
411,2022-05-12T15:00:00,1,1.0.0,3,
412,2022-11-12T15:00:00,10,2.0.0,2,Service interrompu
413,2020-11-01T21:00:00,6,1.0.0,1,Trajet OK
414,2021-02-25T02:00:00,4,2.0.0,3,Correspondance ratée
415,2021-04-29T13:00:00,2,1.0.0,3,Trop de retard 😡
416,2022-03-01T23:00:00,999,2.0.0,,Service interrompu
417,2021-03-17T01:00:00,10,2.0.1,,Correspondance ratée
418,2020-02-22T17:00:00,1,2.0.0,4,Correspondance ratée
419,2021-08-29T09:00:00,999,1.1.0,3,Retard > 30min!!!
420,2022-06-07T12:00:00,9,2.0.0,,Insécurité ressentie la nuit
421,2019-07-29T04:00:00,9,2.0.1,,Null
422,2022-12-02T23:00:00,7,2.0.0,5,Clim en panne
423,2019-12-14T20:00:00,6,2.0.0,,Null
424,2019-07-17T05:00:00,4,2.0.1,1,Null
425,2021-07-28T12:00:00,999,2.0.1,1,👍
426,2021-10-22T19:00:00,5,2.0.0,3,Trajet OK
427,2020-01-08T14:00:00,2,1.1.0,1,Null
428,2021-03-18T23:00:00,4,2.0.0,2,Insécurité ressentie la nuit
429,2020-08-04T23:00:00,10,1.1.0,3,Trajet OK
430,2019-05-31T05:00:00,2,2.0.1,2,« Pas d'info »
431,2022-01-15T22:00:00,4,2.0.1,3,Service interrompu
432,2019-05-26T20:00:00,9,2.0.1,2,Trop de retard 😡
433,2019-01-10T09:00:00,5,2.0.1,5,Correspondance ratée
434,2020-11-11T17:00:00,3,2.0.1,4,👍
435,2021-03-31T23:00:00,4,2.0.1,4,Bus bondé...
436,2020-05-08T14:00:00,2,2.0.0,,Service interrompu
