energy_id,date,annee,mois,line_id,zone_id,mode,energie_kwh
144,2019-01-08,2019.0,1.0,13,4.0,tram,4.656
145,2019-01-08,2019.0,1.0,13,8.0,tram,6.121
146,2019-01-08,2019.0,1.0,13,10.0,tram,10.01
147,2019-01-08,2019.0,1.0,14,8.0,bus,3.004
148,2019-01-08,2019.0,1.0,15,1.0,bus,4.198444444444444
149,2019-01-09,2019.0,1.0,1,4.0,métro,6.252
150,2019-01-09,2019.0,1.0,2,10.0,bus,4.282555555555556
151,2019-01-09,2019.0,1.0,2,,bus,3.478666666666667
152,2019-01-09,2019.0,1.0,3,4.0,bus,3.1896666666666667
153,2019-01-09,2019.0,1.0,4,10.0,tram,6.004
154,2019-01-09,2019.0,1.0,5,1.0,bus,8.917333333333334
155,2019-01-09,2019.0,1.0,5,5.0,bus,3.004
156,2019-01-09,2019.0,1.0,5,7.0,bus,4.322555555555556
157,2019-01-09,2019.0,1.0,5,9.0,bus,3.9419999999999997
158,2019-01-09,2019.0,1.0,7,8.0,tram,7.275
159,2019-01-09,2019.0,1.0,8,6.0,Metro,6.876
160,2019-01-09,2019.0,1.0,8,7.0,Metro,6.648
161,2019-01-09,2019.0,1.0,8,10.0,Metro,17.384
162,2019-01-09,2019.0,1.0,9,8.0,bus,3.781888888888889
163,2019-01-09,2019.0,1.0,11,7.0,bus,7.103111111111112
164,2019-01-09,2019.0,1.0,12,3.0,métro,9.856
165,2019-01-09,2019.0,1.0,12,4.0,métro,6.492
166,2019-01-09,2019.0,1.0,13,1.0,tram,5.89
167,2019-01-09,2019.0,1.0,13,5.0,tram,6.196000000000001
168,2019-01-09,2019.0,1.0,13,7.0,tram,7.7459999999999996
169,2019-01-09,2019.0,1.0,14,10.0,bus,2.572
170,2019-01-10,2019.0,1.0,3,4.0,bus,2.812
171,2019-01-10,2019.0,1.0,4,4.0,tram,6.952
172,2019-01-10,2019.0,1.0,4,5.0,tram,5.979
173,2019-01-10,2019.0,1.0,4,8.0,tram,5.925999999999999
174,2019-01-10,2019.0,1.0,5,4.0,bus,3.6705555555555556
175,2019-01-10,2019.0,1.0,5,5.0,bus,8.946777777777777
176,2019-01-10,2019.0,1.0,5,6.0,bus,6.603666666666666
177,2019-01-10,2019.0,1.0,7,1.0,tram,5.412
178,2019-01-10,2019.0,1.0,7,2.0,tram,4.824
179,2019-01-10,2019.0,1.0,7,5.0,tram,6.667
180,2019-01-10,2019.0,1.0,8,1.0,Metro,6.286666666666667
181,2019-01-10,2019.0,1.0,8,2.0,Metro,6.576
182,2019-01-10,2019.0,1.0,10,8.0,métro,7.233333333333334
183,2019-01-10,2019.0,1.0,10,10.0,métro,6.5280000000000005
184,2019-01-10,2019.0,1.0,11,7.0,bus,2.611888888888889
185,2019-01-10,2019.0,1.0,12,9.0,métro,6.204
186,2019-01-10,2019.0,1.0,13,9.0,tram,5.016
187,2019-01-10,2019.0,1.0,14,1.0,bus,6.151999999999999
188,2019-01-10,2019.0,1.0,14,4.0,bus,6.4065555555555544
189,2019-01-10,2019.0,1.0,15,5.0,bus,3.327444444444444
190,2019-01-10,2019.0,1.0,15,8.0,bus,2.692
191,2019-01-11,2019.0,1.0,1,3.0,métro,6.564
192,2019-01-11,2019.0,1.0,1,4.0,métro,6.936
193,2019-01-11,2019.0,1.0,2,5.0,bus,3.064
194,2019-01-11,2019.0,1.0,2,7.0,bus,3.4015555555555554
195,2019-01-11,2019.0,1.0,2,8.0,bus,2.9573333333333327
196,2019-01-11,2019.0,1.0,2,9.0,bus,3.321222222222222
197,2019-01-11,2019.0,1.0,5,2.0,bus,7.059777777777779
198,2019-01-11,2019.0,1.0,5,3.0,bus,6.919555555555556
199,2019-01-11,2019.0,1.0,5,5.0,bus,3.184
200,2019-01-11,2019.0,1.0,5,6.0,bus,4.354333333333333
201,2019-01-11,2019.0,1.0,5,7.0,bus,3.251333333333333
202,2019-01-11,2019.0,1.0,5,10.0,bus,7.088
203,2019-01-11,2019.0,1.0,7,6.0,tram,6.59
204,2019-01-11,2019.0,1.0,7,999.0,tram,6.402
205,2019-01-11,2019.0,1.0,9,7.0,bus,3.985666666666667
206,2019-01-11,2019.0,1.0,9,10.0,bus,3.4864444444444445
207,2019-01-11,2019.0,1.0,11,1.0,bus,3.2492222222222225
208,2019-01-11,2019.0,1.0,11,4.0,bus,2.752
209,2019-01-11,2019.0,1.0,12,7.0,métro,6.06
210,2019-01-11,2019.0,1.0,13,1.0,tram,12.176
211,2019-01-11,2019.0,1.0,13,8.0,tram,4.8
212,2019-01-11,2019.0,1.0,14,9.0,bus,7.179444444444445
213,2019-01-11,2019.0,1.0,15,1.0,bus,3.6285555555555558
214,2019-01-11,2019.0,1.0,15,4.0,bus,3.696444444444444
215,2019-01-12,2019.0,1.0,1,8.0,métro,6.432
216,2019-01-12,2019.0,1.0,2,2.0,bus,3.749666666666667
217,2019-01-12,2019.0,1.0,2,9.0,bus,6.817222222222222
218,2019-01-12,2019.0,1.0,3,2.0,bus,4.176222222222222
219,2019-01-12,2019.0,1.0,3,3.0,bus,3.208
220,2019-01-12,2019.0,1.0,3,6.0,bus,3.666
221,2019-01-12,2019.0,1.0,4,9.0,tram,5.088
222,2019-01-12,2019.0,1.0,5,1.0,bus,3.136
223,2019-01-12,2019.0,1.0,5,3.0,bus,3.7664444444444447
224,2019-01-12,2019.0,1.0,5,9.0,bus,3.7013333333333334
225,2019-01-12,2019.0,1.0,5,999.0,bus,4.4688888888888885
226,2019-01-12,2019.0,1.0,7,7.0,tram,6.943
227,2019-01-12,2019.0,1.0,8,4.0,Metro,7.5520000000000005
228,2019-01-12,2019.0,1.0,10,3.0,métro,16.485333333333333
229,2019-01-12,2019.0,1.0,10,7.0,métro,8.858666666666668
230,2019-01-12,2019.0,1.0,11,4.0,bus,4.079000000000001
231,2019-01-12,2019.0,1.0,12,7.0,métro,6.684
232,2019-01-12,2019.0,1.0,13,3.0,tram,14.942999999999998
233,2019-01-12,2019.0,1.0,15,3.0,bus,3.9218888888888883
234,2019-01-13,2019.0,1.0,2,3.0,bus,3.232
235,2019-01-13,2019.0,1.0,2,4.0,bus,2.884
236,2019-01-13,2019.0,1.0,2,6.0,bus,2.92
237,2019-01-13,2019.0,1.0,3,9.0,bus,3.016
238,2019-01-13,2019.0,1.0,4,6.0,tram,4.968
239,2019-01-13,2019.0,1.0,4,7.0,tram,4.964
240,2019-01-13,2019.0,1.0,4,8.0,tram,5.596
241,2019-01-13,2019.0,1.0,5,2.0,bus,11.321444444444445
242,2019-01-13,2019.0,1.0,5,3.0,bus,3.496
243,2019-01-13,2019.0,1.0,5,4.0,bus,3.028
244,2019-01-13,2019.0,1.0,5,8.0,bus,3.136
245,2019-01-13,2019.0,1.0,5,10.0,bus,3.1615555555555557
246,2019-01-13,2019.0,1.0,9,9.0,bus,3.7243333333333335
247,2019-01-13,2019.0,1.0,10,3.0,métro,6.877333333333333
248,2019-01-13,2019.0,1.0,10,5.0,métro,6.948
249,2019-01-13,2019.0,1.0,10,10.0,métro,6.490666666666667
250,2019-01-13,2019.0,1.0,11,9.0,bus,4.101333333333333
251,2019-01-13,2019.0,1.0,15,8.0,bus,3.147444444444444
252,2019-01-14,2019.0,1.0,1,5.0,métro,6.384
253,2019-01-14,2019.0,1.0,2,7.0,bus,3.7312222222222227
254,2019-01-14,2019.0,1.0,2,10.0,bus,3.334777777777778
255,2019-01-14,2019.0,1.0,3,4.0,bus,4.278222222222222
256,2019-01-14,2019.0,1.0,4,2.0,tram,4.824
257,2019-01-14,2019.0,1.0,4,10.0,tram,6.974
258,2019-01-14,2019.0,1.0,5,1.0,bus,7.237777777777778
259,2019-01-14,2019.0,1.0,5,5.0,bus,2.9767777777777775
260,2019-01-14,2019.0,1.0,5,6.0,bus,3.2946666666666666
261,2019-01-14,2019.0,1.0,7,6.0,tram,5.016
262,2019-01-14,2019.0,1.0,8,4.0,Metro,8.048
263,2019-01-14,2019.0,1.0,9,2.0,bus,2.92
264,2019-01-14,2019.0,1.0,9,6.0,bus,3.616
265,2019-01-14,2019.0,1.0,10,5.0,métro,6.942666666666667
266,2019-01-14,2019.0,1.0,12,10.0,métro,7.713333333333334
267,2019-01-14,2019.0,1.0,14,6.0,bus,2.74
268,2019-01-14,2019.0,1.0,15,3.0,bus,8.404444444444444
269,2019-01-14,2019.0,1.0,15,4.0,bus,3.088
270,2019-01-15,2019.0,1.0,3,4.0,bus,4.069555555555556
271,2019-01-15,2019.0,1.0,4,1.0,tram,5.581
272,2019-01-15,2019.0,1.0,5,2.0,bus,7.611999999999999
273,2019-01-15,2019.0,1.0,7,2.0,tram,4.908
274,2019-01-15,2019.0,1.0,8,8.0,Metro,8.562666666666669
275,2019-01-15,2019.0,1.0,8,10.0,Metro,7.144
276,2019-01-15,2019.0,1.0,9,2.0,bus,4.160555555555556
277,2019-01-15,2019.0,1.0,10,1.0,métro,16.998666666666665
278,2019-01-15,2019.0,1.0,10,2.0,métro,7.502666666666666
279,2019-01-15,2019.0,1.0,10,10.0,métro,7.034666666666667
280,2019-01-15,2019.0,1.0,11,5.0,bus,3.448
281,2019-01-15,2019.0,1.0,12,4.0,métro,6.672
282,2019-01-15,2019.0,1.0,13,5.0,tram,6.619000000000001
283,2019-01-15,2019.0,1.0,14,6.0,bus,3.794888888888889
284,2019-01-15,2019.0,1.0,14,7.0,bus,3.2800000000000002
285,2019-01-15,2019.0,1.0,14,8.0,bus,3.2800000000000002
286,2019-01-16,2019.0,1.0,1,3.0,métro,6.751999999999999
287,2019-01-16,2019.0,1.0,1,10.0,métro,7.268
288,2019-01-16,2019.0,1.0,2,3.0,bus,4.235555555555556
289,2019-01-16,2019.0,1.0,2,5.0,bus,3.8306666666666667
290,2019-01-16,2019.0,1.0,3,6.0,bus,3.052
291,2019-01-16,2019.0,1.0,3,10.0,bus,2.92
292,2019-01-16,2019.0,1.0,5,2.0,bus,3.8322222222222226
293,2019-01-16,2019.0,1.0,5,6.0,bus,3.4998888888888886
294,2019-01-16,2019.0,1.0,5,8.0,bus,2.908
295,2019-01-16,2019.0,1.0,7,10.0,tram,6.659
296,2019-01-16,2019.0,1.0,8,1.0,Metro,6.324
297,2019-01-16,2019.0,1.0,8,4.0,Metro,7.581333333333333
298,2019-01-16,2019.0,1.0,8,7.0,Metro,6.336
299,2019-01-16,2019.0,1.0,10,8.0,métro,9.186666666666666
300,2019-01-16,2019.0,1.0,11,7.0,bus,4.406333333333333
301,2019-01-16,2019.0,1.0,11,8.0,bus,9.289888888888889
302,2019-01-16,2019.0,1.0,11,10.0,bus,4.190777777777778
303,2019-01-16,2019.0,1.0,12,4.0,métro,6.504
304,2019-01-16,2019.0,1.0,13,10.0,tram,5.787000000000001
305,2019-01-16,2019.0,1.0,15,6.0,bus,3.442111111111111
306,2019-01-16,2019.0,1.0,15,10.0,bus,3.232
307,2019-01-17,2019.0,1.0,1,7.0,métro,7.243999999999999
308,2019-01-17,2019.0,1.0,2,7.0,bus,3.9843333333333333
309,2019-01-17,2019.0,1.0,4,2.0,tram,4.788
310,2019-01-17,2019.0,1.0,4,10.0,tram,5.016
311,2019-01-17,2019.0,1.0,5,4.0,bus,2.944
312,2019-01-17,2019.0,1.0,5,5.0,bus,3.751111111111111
313,2019-01-17,2019.0,1.0,5,6.0,bus,6.343999999999999
314,2019-01-17,2019.0,1.0,5,10.0,bus,7.079111111111111
315,2019-01-17,2019.0,1.0,8,4.0,Metro,6.612
316,2019-01-17,2019.0,1.0,9,4.0,bus,4.120333333333334
317,2019-01-17,2019.0,1.0,10,5.0,métro,7.554666666666666
318,2019-01-17,2019.0,1.0,10,8.0,métro,6.756
319,2019-01-17,2019.0,1.0,10,10.0,métro,7.176
320,2019-01-17,2019.0,1.0,11,1.0,bus,4.0505555555555555
321,2019-01-17,2019.0,1.0,11,7.0,bus,3.7254444444444443
322,2019-01-17,2019.0,1.0,12,10.0,métro,7.542666666666667
323,2019-01-17,2019.0,1.0,14,2.0,bus,3.064
324,2019-01-17,2019.0,1.0,14,9.0,bus,2.944
325,2019-01-17,2019.0,1.0,15,1.0,bus,3.531555555555556
326,2019-01-17,2019.0,1.0,15,5.0,bus,3.250777777777778
327,2019-01-18,2019.0,1.0,1,5.0,métro,7.673333333333334
328,2019-01-18,2019.0,1.0,1,7.0,métro,7.097333333333334
329,2019-01-18,2019.0,1.0,1,10.0,métro,6.6066666666666665
330,2019-01-18,2019.0,1.0,3,5.0,bus,3.719555555555556
331,2019-01-18,2019.0,1.0,3,8.0,bus,3.4751111111111115
332,2019-01-18,2019.0,1.0,3,10.0,bus,4.381777777777778
333,2019-01-18,2019.0,1.0,4,5.0,tram,5.136
334,2019-01-18,2019.0,1.0,5,1.0,bus,2.956
335,2019-01-18,2019.0,1.0,5,2.0,bus,10.395111111111111
336,2019-01-18,2019.0,1.0,5,3.0,bus,3.172
337,2019-01-18,2019.0,1.0,5,8.0,bus,10.570555555555554
338,2019-01-18,2019.0,1.0,5,9.0,bus,3.380333333333333
339,2019-01-18,2019.0,1.0,7,4.0,tram,5.184
340,2019-01-18,2019.0,1.0,8,2.0,Metro,9.705333333333334
341,2019-01-18,2019.0,1.0,10,7.0,métro,9.102666666666664
342,2019-01-18,2019.0,1.0,12,2.0,métro,6.588
343,2019-01-18,2019.0,1.0,13,5.0,tram,5.205
344,2019-01-18,2019.0,1.0,14,6.0,bus,3.487111111111111
345,2019-01-18,2019.0,1.0,15,4.0,bus,4.974444444444445
346,2019-01-19,2019.0,1.0,1,9.0,métro,6.4559999999999995
347,2019-01-19,2019.0,1.0,3,2.0,bus,4.246888888888889
348,2019-01-19,2019.0,1.0,3,7.0,bus,3.358222222222222
349,2019-01-19,2019.0,1.0,3,8.0,bus,3.064
350,2019-01-19,2019.0,1.0,4,4.0,tram,6.324
351,2019-01-19,2019.0,1.0,4,7.0,tram,5.331
352,2019-01-19,2019.0,1.0,5,1.0,bus,3.4558888888888886
353,2019-01-19,2019.0,1.0,5,5.0,bus,6.234555555555556
354,2019-01-19,2019.0,1.0,5,9.0,bus,2.734222222222222
355,2019-01-19,2019.0,1.0,9,1.0,bus,3.1506666666666665
356,2019-01-19,2019.0,1.0,9,5.0,bus,2.992
357,2019-01-19,2019.0,1.0,11,9.0,bus,3.3024444444444443
358,2019-01-19,2019.0,1.0,11,,bus,4.8660000000000005
359,2019-01-19,2019.0,1.0,12,3.0,métro,16.793333333333333
360,2019-01-19,2019.0,1.0,12,8.0,métro,6.54
361,2019-01-19,2019.0,1.0,13,2.0,tram,5.112
362,2019-01-19,2019.0,1.0,13,10.0,tram,15.378
363,2019-01-19,2019.0,1.0,15,4.0,bus,2.784666666666667
364,2019-01-20,2019.0,1.0,1,2.0,métro,7.188
365,2019-01-20,2019.0,1.0,1,8.0,métro,6.636
366,2019-01-20,2019.0,1.0,3,1.0,bus,3.0661111111111112
367,2019-01-20,2019.0,1.0,3,4.0,bus,3.491444444444445
368,2019-01-20,2019.0,1.0,3,5.0,bus,3.064
369,2019-01-20,2019.0,1.0,4,1.0,tram,4.584
370,2019-01-20,2019.0,1.0,4,2.0,tram,7.208
371,2019-01-20,2019.0,1.0,5,1.0,bus,2.632
372,2019-01-20,2019.0,1.0,5,2.0,bus,7.317333333333333
373,2019-01-20,2019.0,1.0,5,3.0,bus,5.72
374,2019-01-20,2019.0,1.0,7,1.0,tram,6.644
375,2019-01-20,2019.0,1.0,7,6.0,tram,5.244
376,2019-01-20,2019.0,1.0,7,9.0,tram,6.0040000000000004
377,2019-01-20,2019.0,1.0,8,1.0,Metro,6.889333333333333
378,2019-01-20,2019.0,1.0,8,8.0,Metro,7.236
379,2019-01-20,2019.0,1.0,10,1.0,métro,7.270666666666667
380,2019-01-20,2019.0,1.0,10,5.0,métro,17.012
381,2019-01-20,2019.0,1.0,11,2.0,bus,10.840444444444444
382,2019-01-20,2019.0,1.0,11,5.0,bus,3.448
383,2019-01-20,2019.0,1.0,11,7.0,bus,2.9561111111111114
384,2019-01-20,2019.0,1.0,12,4.0,métro,6.216
385,2019-01-20,2019.0,1.0,13,6.0,tram,6.717999999999999
386,2019-01-20,2019.0,1.0,13,7.0,tram,5.292
387,2019-01-20,2019.0,1.0,15,4.0,bus,4.0087777777777776
388,2019-01-20,2019.0,1.0,15,5.0,bus,3.343111111111111
389,2019-01-20,2019.0,1.0,15,,bus,3.7787777777777776
390,2019-01-21,2019.0,1.0,1,5.0,métro,8.510666666666667
391,2019-01-21,2019.0,1.0,1,6.0,métro,9.693333333333333
392,2019-01-21,2019.0,1.0,5,8.0,bus,3.137888888888889
393,2019-01-21,2019.0,1.0,5,10.0,bus,3.232
394,2019-01-21,2019.0,1.0,7,2.0,tram,5.631
395,2019-01-21,2019.0,1.0,7,9.0,tram,5.088
396,2019-01-21,2019.0,1.0,8,4.0,Metro,8.049333333333333
397,2019-01-21,2019.0,1.0,9,1.0,bus,4.053111111111111
398,2019-01-21,2019.0,1.0,9,6.0,bus,3.494888888888889
399,2019-01-21,2019.0,1.0,10,6.0,métro,9.396
400,2019-01-21,2019.0,1.0,10,9.0,métro,9.089333333333334
401,2019-01-21,2019.0,1.0,11,2.0,bus,3.1087777777777776
402,2019-01-21,2019.0,1.0,11,6.0,bus,3.930555555555556
403,2019-01-21,2019.0,1.0,12,1.0,métro,7.065333333333334
404,2019-01-21,2019.0,1.0,13,1.0,tram,8.375
405,2019-01-21,2019.0,1.0,13,10.0,tram,6.146000000000001
406,2019-01-22,2019.0,1.0,2,2.0,bus,4.5216666666666665
407,2019-01-22,2019.0,1.0,3,2.0,bus,3.6255555555555556
408,2019-01-22,2019.0,1.0,3,4.0,bus,3.482
409,2019-01-22,2019.0,1.0,3,8.0,bus,3.1103333333333336
410,2019-01-22,2019.0,1.0,4,8.0,tram,7.890999999999999
411,2019-01-22,2019.0,1.0,5,1.0,bus,7.564111111111111
412,2019-01-22,2019.0,1.0,5,2.0,bus,2.776
413,2019-01-22,2019.0,1.0,5,8.0,bus,6.6080000000000005
414,2019-01-22,2019.0,1.0,7,2.0,tram,7.45
415,2019-01-22,2019.0,1.0,7,5.0,tram,8.853000000000002
416,2019-01-22,2019.0,1.0,11,1.0,bus,6.884555555555556
